vendor_id,recipient_uei,recipient_duns,recipient_name,recipient_name_raw,recipient_doing_business_as_name,cage_code,recipient_parent_uei,recipient_parent_duns,recipient_parent_name,recipient_country_code,recipient_address_line_1,recipient_address_line_2,recipient_city_name,recipient_county_name,recipient_state_code,recipient_zip_4_code,contracting_officers_determination_of_business_size_code,contracting_officers_determination_of_business_size,source_transaction_count,recipient_name_variant_count,address_variant_count
UEI:RXF9DDWVMGF5,RXF9DDWVMGF5,,SEVEN GENERATIONS ARCHITECTURE & ENGINEERING LLC,"SEVEN GENERATIONS ARCHITECTURE & ENGINEERING, LLC",,6NQG9,RXF9DDWVMGF5,,SEVEN GENERATIONS ARCHITECTURE & ENGINEERING LLC,USA,600 E MICHIGAN AVE STE B,,KALAMAZOO,KALAMAZOO,MI,490074908,S,SMALL BUSINESS,3,1,1
UEI:K3UXR8LHAVN6,K3UXR8LHAVN6,,"FREDERICK CONSTRUCTION, INC.","FREDERICK CONSTRUCTION, INC.",,3A3R1,K3UXR8LHAVN6,,"FREDERICK CONSTRUCTION, INC.",USA,120 E PRAIRIE ST STE C,,VICKSBURG,KALAMAZOO,MI,490971210,S,SMALL BUSINESS,4,1,1
UEI:WANPEYFLEFU3,WANPEYFLEFU3,,"NEXTERA ENERGY SERVICES MAINE, LLC","NEXTERA ENERGY SERVICES MAINE, LLC",,7NDT6,WANPEYFLEFU3,,"NEXTERA ENERGY SERVICES MAINE, LLC",USA,700 UNIVERSE BOULEVARD,,JUNO BEACH,PALM BEACH,FL,334082657,S,SMALL BUSINESS,4,1,1
UEI:D64SYT4L46S7,D64SYT4L46S7,,CONTINENTAL FLOORING CO,CONTINENTAL FLOORING COMPANY,,9S071,D64SYT4L46S7,,CONTINENTAL FLOORING CO,USA,9319 N 94TH WAY,STE 1000,SCOTTSDALE,MARICOPA,AZ,852585568,S,SMALL BUSINESS,12,1,1
UEI:WGJ7F5M211C5,WGJ7F5M211C5,,BUILDING FAST CLEANING SERVICE CORP,"BUILDING FAST CLEANING SERVICE, CORP.",,707E5,WGJ7F5M211C5,,BUILDING FAST CLEANING SERVICE CORP,USA,URB PEREZ MORRIS 20 ARECIBO,,SAN JUAN,SAN JUAN,PR,00917,S,SMALL BUSINESS,2,1,1
UEI:VLLCJQY35YA3,VLLCJQY35YA3,,THE SCHEMMER ASSOCIATES INC.,SCHEMMER ASSOCIATES INC,,0CBU3,VLLCJQY35YA3,,THE SCHEMMER ASSOCIATES INC.,USA,1044 N 115TH ST,STE 300,OMAHA,DOUGLAS,NE,681544410,S,SMALL BUSINESS,8,1,1
UEI:HE2QULKCL2T5,HE2QULKCL2T5,,MUGEN CONSTRUCTION INC,MUGEN CONSTRUCTION INC,,1D2A0,HE2QULKCL2T5,,MUGEN CONSTRUCTION INC,USA,4151 27TH ST,,DORR,ALLEGAN,MI,493239346,S,SMALL BUSINESS,12,1,1
UEI:DLPTJJFY1JD5,DLPTJJFY1JD5,,"SUNBELT RENTALS, INC","SUNBELT RENTALS, INC",,1LCW3,CLQCVJYH4UN5,,SUNBELT RENTALS  INC.,USA,1799 INNOVATION POINT,,FORT MILL,YORK,SC,297154556,O,OTHER THAN SMALL BUSINESS,4,1,1
UEI:HQKGLKEJDAA2,HQKGLKEJDAA2,,CAM-DEX CORPORATION,CAM-DEX CORPORATION,,1GTV1,HQKGLKEJDAA2,,CAM-DEX CORPORATION,USA,10 CENTRAL AVE,,KANSAS CITY,WYANDOTTE,KS,661181114,S,SMALL BUSINESS,3,1,1
UEI:H7PLPGKX28K4,H7PLPGKX28K4,,"TJS GROUP, LLC",TJS GROUP LLC,,7RAR4,H7PLPGKX28K4,,"TJS GROUP, LLC",USA,1025 CONNECTICUT AVE NW STE 1000,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200365417,S,SMALL BUSINESS,5,1,2
UEI:GCEKTL3BRG91,GCEKTL3BRG91,,RELAY RESOURCES,RELAY RESOURCES,,5S669,GCEKTL3BRG91,,RELAY RESOURCES,USA,5312 NE 148TH AVE,,PORTLAND,MULTNOMAH,OR,972303438,O,OTHER THAN SMALL BUSINESS,1,1,1
UEI:VA29NFJEKAE9,VA29NFJEKAE9,,"P & L GENERAL CONTRACTORS, INC.","P & L GENERAL CONTRACTORS, INC.",,4U876,WUYAWCJXHXZ6,,P & L GENERAL CONTRACTORS  INC.,USA,2780 NE GOLDIE ST STE C,,OAK HARBOR,ISLAND,WA,982772726,S,SMALL BUSINESS,8,1,1
UEI:M311HCLCUG27,M311HCLCUG27,,"2025 E STREET OFFICE LEASEHOLD CONDOMINIUM UNIT OWNERS ASSOCIATION, INC.","2025 E STREET OFFICE LEASEHOLD CONDOMINIUM UNIT OWNERS ASSOCIATION, INC.",,7U8W1,M311HCLCUG27,,"2025 E STREET OFFICE LEASEHOLD CONDOMINIUM UNIT OWNERS ASSOCIATION, INC.",USA,2025 E ST NW,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200065009,O,OTHER THAN SMALL BUSINESS,7,1,1
UEI:CRKJNWWDZKA8,CRKJNWWDZKA8,,GLOBAL RESOURCE SOLUTIONS INC,GLOBAL RESOURCE SOLUTIONS INC,,48H78,CRKJNWWDZKA8,,GLOBAL RESOURCE SOLUTIONS INC,USA,3701 PENDER DR,STE 320,FAIRFAX,FAIRFAX,VA,220306045,S,SMALL BUSINESS,2,1,1
UEI:XK7UZVG6PCQ1,XK7UZVG6PCQ1,,HUGH AND ASSOCIATES INC,HUGH AND ASSOCIATES INC,,6SMV0,XK7UZVG6PCQ1,,HUGH AND ASSOCIATES INC,USA,1928 BENNING RD NE # 2,,WASHINGTON,DISTRICT OF COLUMBIA,DC,200024724,S,SMALL BUSINESS,3,1,1
UEI:R9HZXGDEP2E3,R9HZXGDEP2E3,,"DHC REAL ESTATE SERVICES, LLC","DHC REAL ESTATE SERVICES, LLC",,89E71,R9HZXGDEP2E3,,"DHC REAL ESTATE SERVICES, LLC",USA,1777 KEARNEY ST,,DENVER,DENVER,CO,802201546,S,SMALL BUSINESS,2,1,1
UEI:NNEVE1A97JS3,NNEVE1A97JS3,,MERIDIEN GROUP LLC,MERIDIEN GROUP LLC,,6XFX5,NNEVE1A97JS3,,MERIDIEN GROUP LLC,USA,305 HARRISON ST SE STE 100,,LEESBURG,LOUDOUN,VA,201753729,S,SMALL BUSINESS,14,1,1
UEI:E1A5YV2QMGH1,E1A5YV2QMGH1,,"NEXTERA ENERGY SERVICES NEW HAMPSHIRE, LLC","NEXTERA ENERGY SERVICES NEW HAMPSHIRE, LLC",,56UH8,E1A5YV2QMGH1,,"NEXTERA ENERGY SERVICES NEW HAMPSHIRE, LLC",USA,700 UNIVERSAL BOULEVARD,,JUNO BEACH,PALM BEACH,FL,33408,S,SMALL BUSINESS,3,1,1
UEI:CKUJPQ3W9VY5,CKUJPQ3W9VY5,,NEXTERA ENERGY SERVICES RHODE ISLAND LLC,NEXTERA ENERGY SERVICES RHODE ISLAND LLC,,56TV1,CKUJPQ3W9VY5,,NEXTERA ENERGY SERVICES RHODE ISLAND LLC,USA,700 UNIVERSE BLVD,,JUNO BEACH,PALM BEACH,FL,334082657,S,SMALL BUSINESS,2,1,1
UEI:LE5DMBV7HME5,LE5DMBV7HME5,,"KONIAG PROFESSIONAL SERVICES, LLC","KONIAG PROFESSIONAL SERVICES, LLC",,8H4J0,LE5DMBV7HME5,,"KONIAG PROFESSIONAL SERVICES, LLC",USA,3800 CENTERPOINT DR STE 700,,ANCHORAGE,ANCHORAGE,AK,995035801,S,SMALL BUSINESS,1,1,1
UEI:HNNEC35XCUB1,HNNEC35XCUB1,,RIVERBEND COMMERCIAL TITLE SERVICES LP,RIVERBEND COMMERCIAL TITLE SERVICES LP,,99S38,HNNEC35XCUB1,,RIVERBEND COMMERCIAL TITLE SERVICES LP,USA,1 E 4TH ST STE 1400,,CINCINNATI,HAMILTON,OH,452023708,O,OTHER THAN SMALL BUSINESS,3,1,1
UEI:CYTWMVCZFXS1,CYTWMVCZFXS1,,"NEXTERA ENERGY SERVICES CONNECTICUT, LLC","NEXTERA ENERGY SERVICES CONNECTICUT, LLC",,56UJ8,CYTWMVCZFXS1,,"NEXTERA ENERGY SERVICES CONNECTICUT, LLC",USA,700 UNIVERSE BLVD,,JUNO BEACH,PALM BEACH,FL,334082657,S,SMALL BUSINESS,6,1,1
UEI:PMNEUNZ7LKA5,PMNEUNZ7LKA5,,"EB-MEI ONE, JV","EB-MEI ONE, JV",,82QU7,PMNEUNZ7LKA5,,"EB-MEI ONE, JV",USA,18110 MERINO DR,,ACCOKEEK,PRINCE GEORGE'S,MD,206073289,S,SMALL BUSINESS,4,1,1
UEI:J4KBAQR8KGG6,J4KBAQR8KGG6,,"EBL ENGINEERS, LLC","EBL ENGINEERS, LLC",,8K721,J4KBAQR8KGG6,,"EBL ENGINEERS, LLC",USA,8005 HARFORD RD STE A,,BALTIMORE,BALTIMORE,MD,212345701,S,SMALL BUSINESS,16,1,1
UEI:V1TUHJ4RXEZ7,V1TUHJ4RXEZ7,,KATY STONE STUDIO LLC,KATY STONE STUDIO LLC,,97VP9,V1TUHJ4RXEZ7,,KATY STONE STUDIO LLC,USA,5625 AIRPORT WAY S,,SEATTLE,KING,WA,981082763,S,SMALL BUSINESS,3,1,1
UEI:NX1ANDTZJMB5,NX1ANDTZJMB5,,JD BRAVO CO INC,JD BRAVO CO INC,,6NB65,NX1ANDTZJMB5,,JD BRAVO CO INC,USA,136 PENNSYLVANIA AVE,,MALVERN,CHESTER,PA,193552418,S,SMALL BUSINESS,5,1,1
UEI:R8U5PTMAFZN7,R8U5PTMAFZN7,,"SCOUT ENVIRONMENTAL, INC.","SCOUT ENVIRONMENTAL, INC.",,80W48,R8U5PTMAFZN7,,"SCOUT ENVIRONMENTAL, INC.",USA,169 SAXONY RD,STE 214,ENCINITAS,SAN DIEGO,CA,920246781,S,SMALL BUSINESS,8,1,1
UEI:FCLJG6BC8LV4,FCLJG6BC8LV4,,KEO & ASSOCIATES INC,"KEO AND ASSOCIATES, INC.",,3T5X4,FCLJG6BC8LV4,,KEO & ASSOCIATES INC,USA,18286 WYOMING ST,,DETROIT,WAYNE,MI,482212032,S,SMALL BUSINESS,21,1,1
UEI:LDLEWZNA7FA8,LDLEWZNA7FA8,,"ITIN SCALE CO., INC.",ITIN SCALE COMPANY INCORPORATED,,1UKW9,LDLEWZNA7FA8,,"ITIN SCALE CO., INC.",USA,431 AVENUE U,,BROOKLYN,KINGS,NY,112234007,S,SMALL BUSINESS,1,1,1
UEI:RPERDR4T86M5,RPERDR4T86M5,,ENGINEERING DESIGN MANAGEMENT P.C.,"E D M SERVICES, INC.",,1QA64,RPERDR4T86M5,,ENGINEERING DESIGN MANAGEMENT P.C.,USA,100 W ST STE 210,,PITTSFIELD,BERKSHIRE,MA,012015779,S,SMALL BUSINESS,17,1,1
UEI:EMFNZND66N54,EMFNZND66N54,,"WISS, JANNEY, ELSTNER ASSOCIATES, INC.","WISS, JANNEY, ELSTNER ASSOCIATES, INC.",,0DYD7,EMFNZND66N54,,"WISS, JANNEY, ELSTNER ASSOCIATES, INC.",USA,330 PFINGSTEN RD,,NORTHBROOK,COOK,IL,600622003,O,OTHER THAN SMALL BUSINESS,18,1,1
UEI:SLBXUJWXRMM9,SLBXUJWXRMM9,,MGA PARTNERS LLC,MGA PARTNERS LLC,,4EM18,SLBXUJWXRMM9,,MGA PARTNERS LLC,USA,234 MARKET ST,,PHILADELPHIA,PHILADELPHIA,PA,191062870,S,SMALL BUSINESS,8,1,2
UEI:NZ9MPL6KGM48,NZ9MPL6KGM48,,"ICARUS CONSTRUCTION SERVICES, LLC","ICARUS CONSTRUCTION SERVICES, LLC",,5RDC5,NZ9MPL6KGM48,,"ICARUS CONSTRUCTION SERVICES, LLC",USA,11 FOSTER ST,STE 317/318,WORCESTER,WORCESTER,MA,016081760,S,SMALL BUSINESS,10,1,1
UEI:WJ85A2HTJ978,WJ85A2HTJ978,,"GEXA ENERGY, LP","GEXA ENERGY, LP",,3L2S1,ELV5D2BKHYL7,,"NEXTERA ENERGY, INC.",USA,601 TRAVIS ST STE 1400,,HOUSTON,HARRIS,TX,770023253,S,SMALL BUSINESS,3,1,1
UEI:CPGMXKRJM7P6,CPGMXKRJM7P6,,"MOI, INC.","MOI, INC.",,04AD4,Z8K1DN3AJRP3,,"MOI, INC.",USA,1801 PORTER ST STE 100,,BALTIMORE,BALTIMORE (CITY),MD,212305562,S,SMALL BUSINESS,2,1,1
UEI:YA4NPFRKBJF2,YA4NPFRKBJF2,,"NS & ASSOCIATES, LLC","NS & ASSOCIATES, LLC",,64V04,YA4NPFRKBJF2,,"NS & ASSOCIATES, LLC",USA,19512 CAMERON MILL RD,,PARKTON,BALTIMORE,MD,211208910,S,SMALL BUSINESS,16,1,1
UEI:LP27BRGCVFN9,LP27BRGCVFN9,,"SKIDMORE, OWINGS & MERRILL LLP","SKIDMORE, OWINGS & MERRILL LLP",,0W7K2,LP27BRGCVFN9,,"SKIDMORE, OWINGS & MERRILL LLP",USA,14 WALL ST FL 25,,NEW YORK,NEW YORK,NY,100052101,O,OTHER THAN SMALL BUSINESS,2,1,1
UEI:G1DMJZKBDRZ5,G1DMJZKBDRZ5,,"GUARDIAN CONSTRUCTION, INC.","GUARDIAN CONSTRUCTION, INC.",,4CMK4,G1DMJZKBDRZ5,,"GUARDIAN CONSTRUCTION, INC.",USA,"360 SOUTH FORT LANE BLDG #1 , STE D",,LAYTON,DAVIS,UT,840415700,S,SMALL BUSINESS,9,1,1
UEI:T3FNJTRNS5G8,T3FNJTRNS5G8,,"NATIONAL RELOCATION SERVICES, INC.",NATIONAL RELOCATION SERVICES INCORPORATED,,3CGQ7,T3FNJTRNS5G8,,"NATIONAL RELOCATION SERVICES, INC.",USA,14424 BONELLI ST,,CITY OF INDUSTRY,LOS ANGELES,CA,917463020,S,SMALL BUSINESS,1,1,1
UEI:YKHNBNMYPAN5,YKHNBNMYPAN5,,"MESA ENERGY SYSTEMS, INC","MESA ENERGY SYSTEMS, INC",,0NVU5,PU6TDFGSJQA3,,MILLER ELECTRIC COMPANY,USA,2 CROMWELL,,IRVINE,ORANGE,CA,926181816,O,OTHER THAN SMALL BUSINESS,9,1,1
UEI:RXNUR4G46NG3,RXNUR4G46NG3,,"JOHNSON CONTROLS GOVERNMENT SYSTEMS, LLC",JOHNSON CONTROLS GOVERNMENT SYSTEMS LIMITED LIABILITY COMPANY,,1MN13,RXNUR4G46NG3,,"JOHNSON CONTROLS GOVERNMENT SYSTEMS, LLC",USA,507 E. MICHIGAN STREET,,MILWAUKEE,MILWAUKEE,WI,532010423,O,OTHER THAN SMALL BUSINESS,9,1,2
UEI:NF7WC8LLAFB3,NF7WC8LLAFB3,,"R. HOGAN EXCAVATING, LLC","R. HOGAN EXCAVATING, LLC",,30QW9,NF7WC8LLAFB3,,"R. HOGAN EXCAVATING, LLC",USA,2086 PLANK RD,,ELLENBURG DEPOT,CLINTON,NY,129351717,S,SMALL BUSINESS,4,1,1
UEI:R3PKBW6DVMB8,R3PKBW6DVMB8,,"MUBA CONSTRUCTION, CORP.","MUBA CONSTRUCTION, CORP.",,6X1P0,R3PKBW6DVMB8,,"MUBA CONSTRUCTION, CORP.",USA,3 URB INDUSTRIAL VICTOR FERNANDEZ CLL,,SAN JUAN,SAN JUAN,PR,009264265,S,SMALL BUSINESS,6,1,1
UEI:WYU3YN2K79X5,WYU3YN2K79X5,,"SAMYAK SOLUTIONS, INC.","SAMYAK SOLUTIONS, INC.",SAMYAK SOLUTIONS INC,5WXG1,WYU3YN2K79X5,,"SAMYAK SOLUTIONS, INC.",USA,7109 ORDWAY RD,,CENTREVILLE,FAIRFAX,VA,201212726,S,SMALL BUSINESS,1,1,1
UEI:C3DYGNCJF9C5,C3DYGNCJF9C5,,HARDWARENOW LLC,HARDWARENOW LLC,,9D3W5,C3DYGNCJF9C5,,HARDWARENOW LLC,USA,1500 FRANKLIN STREET,,GRETNA,JEFFERSON,LA,700533259,S,SMALL BUSINESS,1,1,1
UEI:WJMCTFMA4LR1,WJMCTFMA4LR1,,JBA CONSTRUCTION LLC,JBA CONSTRUCTION LLC,,8PCV2,WJMCTFMA4LR1,,JBA CONSTRUCTION LLC,USA,740 KOHOU ST STE A,,HONOLULU,HONOLULU,HI,968174443,S,SMALL BUSINESS,8,1,1
UEI:J49CN39QTNW3,J49CN39QTNW3,,GOVERNMENT SCIENTIFIC SOURCE INC,GOVERNMENT SCIENTIFIC SOURCE INCORPORATED,,0S908,J49CN39QTNW3,,GOVERNMENT SCIENTIFIC SOURCE INC,USA,12355 SUNRISE VALLEY DR STE 400,,RESTON,FAIRFAX,VA,201913497,S,SMALL BUSINESS,2,1,1
UEI:JLKPWJFX65Z3,JLKPWJFX65Z3,,AES SYSTEMS INC,AES SYSTEMS INCORPORATED,,2Y789,JLKPWJFX65Z3,,AES SYSTEMS INC,USA,1167 N 450 W,,SPRINGVILLE,UTAH,UT,846633044,S,SMALL BUSINESS,2,1,1
UEI:J3ESM7FWLTK3,J3ESM7FWLTK3,,"MOODY'S ANALYTICS, INC.","MOODY'S ANALYTICS, INC.",,1UST1,WC97KMDRNGX6,,MOODY'S CORPORATION,USA,7 WORLD TRADE CENTER,250 GREENWICH STREET,NEW YORK CITY,NEW YORK,NY,100072140,O,OTHER THAN SMALL BUSINESS,3,1,2
UEI:HS3VC3KDDGJ6,HS3VC3KDDGJ6,,"DAWSON MCG, INC.","DAWSON MCG, LLC",,8NM13,HS3VC3KDDGJ6,,"DAWSON MCG, INC.",USA,900 FORT STREET MALL STE 1850,,HONOLULU,HONOLULU,HI,968133707,S,SMALL BUSINESS,4,1,1
UEI:GKE8WXJ5MAL6,GKE8WXJ5MAL6,,"ENVIRONMENTAL TESTING AND CONSULTING, INC.","ENVIRONMENTAL TESTING AND CONSULTING, INC.",,1G3C7,GKE8WXJ5MAL6,,"ENVIRONMENTAL TESTING AND CONSULTING, INC.",USA,38900 W HURON RIVER DR,,ROMULUS,WAYNE,MI,481741159,S,SMALL BUSINESS,2,1,1
UEI:N3VDYQV6KNU4,N3VDYQV6KNU4,,"ALLCOM GLOBAL SERVICES, INC.","ALLCOM GLOBAL SERVICES, INC.",,1TR54,T4NZXC6JSSJ3,,"GREAT PLAINS COMMUNICATIONS, LLC",USA,201 STAG INDUSTRIAL BLVD,,LAKE SAINT LOUIS,ST. CHARLES,MO,633674285,O,OTHER THAN SMALL BUSINESS,1,1,1
UEI:ZKMQHL8YRMD5,ZKMQHL8YRMD5,,"MTFA ARCHITECTURE, P.L.L.C.","MTFA ARCHITECTURE, P.L.L.C.",,5ABS9,ZKMQHL8YRMD5,,"MTFA ARCHITECTURE, P.L.L.C.",USA,3200 LEE HWY,,ARLINGTON,ARLINGTON,VA,222073744,S,SMALL BUSINESS,22,1,1
UEI:Z1KMEPMESGX9,Z1KMEPMESGX9,,GREEN GENERATION SOLUTIONS LLC,"GREEN GENERATION SOLUTIONS, LLC",,6PVV7,Z1KMEPMESGX9,,GREEN GENERATION SOLUTIONS LLC,USA,8120 WOODMONT AVE,STE 350,BETHESDA,MONTGOMERY,MD,208142759,S,SMALL BUSINESS,4,1,1
UEI:LFTTUSCLFDB5,LFTTUSCLFDB5,,TRUMBLE CONSTRUCTION LLC,"TRUMBLE CONSTRUCTION, INC",,6CD16,LFTTUSCLFDB5,,TRUMBLE CONSTRUCTION LLC,USA,1944 CLEAR SPRINGS RD,,TEXARKANA,BOWIE,TX,755011234,S,SMALL BUSINESS,9,1,2
UEI:JN57WU75KM29,JN57WU75KM29,,CALVARY CONTRACTING INC,"CALVARY CONTRACTING, INC.",,3HME5,SPFQHYB2R1P4,,CALVARY CONTRACTING INC,USA,4125 GIBSON DR,,TIPP CITY,MIAMI,OH,453719064,S,SMALL BUSINESS,4,1,1
UEI:RZF7AJZCBL62,RZF7AJZCBL62,,WELCH COMPANIES INC,WELCH COMPANIES INC,,3WXC0,RZF7AJZCBL62,,WELCH COMPANIES INC,USA,2447 W 12TH ST,SUITE 5,TEMPE,MARICOPA,AZ,852816936,S,SMALL BUSINESS,4,1,1
UEI:CDBFJXPN7KL5,CDBFJXPN7KL5,,"KAIVA SERVICES, LLC","KAIVA SERVICES, LLC",,8N8Q5,CDBFJXPN7KL5,,"KAIVA SERVICES, LLC",USA,6060 W 3650 N STE 400,,IVINS,WASHINGTON,UT,847386618,S,SMALL BUSINESS,6,1,1
UEI:P575L8A9E5K5,P575L8A9E5K5,,"BSE PERFORMANCE, LLC",BSE PERFORMANCE LLC,,4CP98,P575L8A9E5K5,,"BSE PERFORMANCE, LLC",USA,22471 N 82ND AVE,,PEORIA,MARICOPA,AZ,853832169,S,SMALL BUSINESS,5,1,1
UEI:SW55S67VJ8V9,SW55S67VJ8V9,,FRANKLIN'S SERVICES UNLIMITED INC.,FRANKLIN SERVICES UNLIMITED,,35PN1,SW55S67VJ8V9,,FRANKLIN'S SERVICES UNLIMITED INC.,USA,4902 STATE ST,,EAST SAINT LOUIS,ST. CLAIR,IL,622051357,S,SMALL BUSINESS,5,1,1
UEI:LNBMVMPS1JA4,LNBMVMPS1JA4,,ALARES LLC,ALARES LLC,,4X3Q1,LNBMVMPS1JA4,,ALARES LLC,USA,248 COPELAND ST,,QUINCY,NORFOLK,MA,021694005,S,SMALL BUSINESS,8,1,1
UEI:XMCGBLC51N27,XMCGBLC51N27,,EASTER SEALS WESTERN & CENTRAL PENNSYLVANIA,EASTER SEALS WESTERN & CENTRAL PENNSYLVANIA,,2Y524,XMCGBLC51N27,,EASTER SEALS WESTERN & CENTRAL PENNSYLVANIA,USA,875 GREENTREE ROAD,6 PARKWAY CENTER,PITTSBURGH,ALLEGHENY,PA,152203508,O,OTHER THAN SMALL BUSINESS,2,1,1
UEI:G3QVS1SWLQK3,G3QVS1SWLQK3,,"WEST COAST GENERAL GROUP, INC.","WEST COAST GENERAL GROUP, INC.",,8MUG6,G3QVS1SWLQK3,,"WEST COAST GENERAL GROUP, INC.",USA,1810 GILLESPIE WAY STE 106,,EL CAJON,SAN DIEGO,CA,920200918,S,SMALL BUSINESS,4,1,1
UEI:HJM1V5QE96G9,HJM1V5QE96G9,,"COME-BYE GOOSE CONTROL, LLC","COME-BYE GOOSE CONTROL, LLC",,4ASC9,HJM1V5QE96G9,,"COME-BYE GOOSE CONTROL, LLC",USA,17907 BUNKER HILL RD,,PARKTON,BALTIMORE,MD,211209429,S,SMALL BUSINESS,2,1,1
UEI:YTPLE58VN677,YTPLE58VN677,,GHD INC,GHD INC,,0F929,YTPLE58VN677,,GHD INC,USA,2235 MERCURY WAY STE 150,,SANTA ROSA,SONOMA,CA,954075470,O,OTHER THAN SMALL BUSINESS,1,1,1
UEI:HANJC9RFK4J7,HANJC9RFK4J7,,WISS JANNEY ELSTNER ASSOCIATES INC,WISS JANNEY ELSTNER ASSOCIATES INC,,36HR1,EMFNZND66N54,,"WISS, JANNEY, ELSTNER ASSOCIATES, INC.",USA,3609 S WADSWORTH BLVD,STE 400,LAKEWOOD,JEFFERSON,CO,802352123,O,OTHER THAN SMALL BUSINESS,3,1,2
UEI:EWDVBA6GPR39,EWDVBA6GPR39,,PAVION CORP.,PAVION CORP.,,0F4N9,EWDVBA6GPR39,,PAVION CORP.,USA,4151 LAFAYETTE CENTER DR STE 700,,CHANTILLY,FAIRFAX,VA,201511230,O,OTHER THAN SMALL BUSINESS,3,1,1
UEI:LPUNTBN4CNK3,LPUNTBN4CNK3,,"CHRISTMAN COMPANY, THE","CHRISTMAN COMPANY, THE",,3MVP3,LPUNTBN4CNK3,,"CHRISTMAN COMPANY, THE",USA,208 N CAPITOL AVE,,LANSING,INGHAM,MI,489331353,O,OTHER THAN SMALL BUSINESS,6,1,1
UEI:SBNMMP1NMVH3,SBNMMP1NMVH3,,"LAZ PARKING LTD, LLC","LAZ PARKING LTD, LLC",,1H6X4,SBNMMP1NMVH3,,"LAZ PARKING LTD, LLC",USA,1 FINANCIAL PLZ FL 14,,HARTFORD,CAPITOL,CT,061032601,O,OTHER THAN SMALL BUSINESS,4,1,1
UEI:XZ7PXHPNVN28,XZ7PXHPNVN28,,"MAC CONSTRUCTION COMPANY, INCORPORATED","MAC CONSTRUCTION COMPANY, INCORPORATED",,1HM91,XZ7PXHPNVN28,,"MAC CONSTRUCTION COMPANY, INCORPORATED",USA,4440 UNIVERSAL DR,,RAPID CITY,PENNINGTON,SD,577029301,S,SMALL BUSINESS,4,1,1
UEI:SB4JFX2NASL4,SB4JFX2NASL4,,IMAQ RESOURCES LLC,IMAQ RESOURCES LLC,,8GT86,SB4JFX2NASL4,,IMAQ RESOURCES LLC,USA,2700 GAMBELL ST,STE 401,ANCHORAGE,ANCHORAGE,AK,995032833,S,SMALL BUSINESS,11,1,1
UEI:LH7ZQCKTHKG9,LH7ZQCKTHKG9,,ILC FOOD SERVICE INC,ILC FOOD SERVICE INC.,,80V30,WM79BQ7WRKP5,,ILC FOOD SERVICE INC,USA,209 PERRY PKWY,STE 8,GAITHERSBURG,MONTGOMERY,MD,208772143,S,SMALL BUSINESS,3,1,1
UEI:CE4FVLS87M41,CE4FVLS87M41,,"SECURITYHUNTER, INC.","SECURITYHUNTER, INC.",,1TZX8,CE4FVLS87M41,,"SECURITYHUNTER, INC.",USA,7249 AMBASSADOR RD,,WINDSOR MILL,BALTIMORE,MD,212442710,S,SMALL BUSINESS,5,1,1
UEI:K1YLBZJ459X3,K1YLBZJ459X3,,NORTHERN CONSTRUCTION LLC,"NORTHERN CONSTRUCTION, L.L.C.",,1WDP7,K1YLBZJ459X3,,NORTHERN CONSTRUCTION LLC,USA,2882 COMMERCE WY,,OGDEN,WEBER,UT,844013276,S,SMALL BUSINESS,9,1,1
UEI:XXNJCWMAKNH8,XXNJCWMAKNH8,,BL HARBERT INTERNATIONAL LLC,"B.L. HARBERT INTERNATIONAL, L.L.C.",,1NRU1,XXNJCWMAKNH8,,BL HARBERT INTERNATIONAL LLC,USA,820 SHADES CREEK PKWY STE 3000,,BIRMINGHAM,JEFFERSON,AL,352094564,O,OTHER THAN SMALL BUSINESS,12,1,1
UEI:FLVFZEMQZ653,FLVFZEMQZ653,,"CRYSTAL CLEAR MAINTENANCE, INC","CRYSTAL CLEAR MAINTENANCE, INC.",,1WAW9,FLVFZEMQZ653,,"CRYSTAL CLEAR MAINTENANCE, INC",USA,320 GOLD AVE SW STE 1119,,ALBUQUERQUE,BERNALILLO,NM,871023246,S,SMALL BUSINESS,4,1,1
UEI:CL9WYVJ7MKY5,CL9WYVJ7MKY5,,"FASONE CONSTRUCTION, INC.","FASONE CONSTRUCTION, INC.",,58TH0,CL9WYVJ7MKY5,,"FASONE CONSTRUCTION, INC.",USA,8644 NORWALK BLVD,,WHITTIER,LOS ANGELES,CA,906063402,S,SMALL BUSINESS,21,1,2
UEI:GFCKNWPF2PT8,GFCKNWPF2PT8,,PREMIER MECHANICAL GROUP INC,PREMIER MECHANICAL GROUP INC,,5BNZ1,GFCKNWPF2PT8,,PREMIER MECHANICAL GROUP INC,USA,1731 CRESCENT KNOLLS GLEN,,ESCONDIDO,SAN DIEGO,CA,920291407,S,SMALL BUSINESS,9,1,1
UEI:PJUXUM1DNHN3,PJUXUM1DNHN3,,SWANK ENTERPRISES,SWANK ENTERPRISES,,1EZ86,PJUXUM1DNHN3,,SWANK ENTERPRISES,USA,615 PONDERA AVE,,VALIER,PONDERA,MT,594865556,O,OTHER THAN SMALL BUSINESS,1,1,1
